% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.021664956e+000 +8.021664956e+000 -4.432833504e+001 -4.432833504e+001 +6.0429e-001 +1.2417e+000 +2.5042e+000
2 +4.245586746e+000 +4.245586746e+000 -4.810441325e+001 -4.810441325e+001 +2.1205e+000 -9.1495e-001 +2.8666e+000
3 +2.498815435e+000 +2.498815435e+000 -4.985118457e+001 -4.985118457e+001 -2.9211e+000 -2.6781e-001 +1.4844e+000
47 +1.258969308e+000 +1.258969308e+000 -5.109103069e+001 -5.109103069e+001 -2.5665e-001 -2.8683e-001 +3.3253e+000
51 +7.793117337e-001 +7.793117337e-001 -5.157068827e+001 -5.157068827e+001 -5.5781e-001 -1.0953e+000 +3.4757e+000
72 +2.949233434e-001 +2.949233434e-001 -5.205507666e+001 -5.205507666e+001 -1.0262e+000 -6.9157e-001 +2.8941e+000
77 +2.478856103e-001 +2.478856103e-001 -5.210211439e+001 -5.210211439e+001 -9.4639e-001 -7.6820e-001 +2.9971e+000
94 +5.104382281e-002 +5.104382281e-002 -5.229895618e+001 -5.229895618e+001 -8.4688e-001 -9.5656e-001 +2.7508e+000
97 +3.380535655e-002 +3.380535655e-002 -5.231619464e+001 -5.231619464e+001 -7.8759e-001 -1.0709e+000 +2.5957e+000
157 +4.189156125e-003 +4.189156125e-003 -5.234581084e+001 -5.234581084e+001 -8.9615e-001 -1.2440e+000 +2.5941e+000
158 +1.870329337e-003 +1.870329337e-003 -5.234812967e+001 -5.234812967e+001 -8.8263e-001 -1.2149e+000 +2.5939e+000
159 +1.026591546e-003 +1.026591546e-003 -5.234897341e+001 -5.234897341e+001 -8.7702e-001 -1.2029e+000 +2.5938e+000
162 +8.821153482e-004 +8.821153482e-004 -5.234911788e+001 -5.234911788e+001 -8.7517e-001 -1.1989e+000 +2.5938e+000
211 +2.677601913e-004 +2.677601913e-004 -5.234973224e+001 -5.234973224e+001 -8.8918e-001 -1.2273e+000 +2.5884e+000
244 +1.635876764e-004 +1.635876764e-004 -5.234983641e+001 -5.234983641e+001 -8.8706e-001 -1.2242e+000 +2.5883e+000
262 +1.214710751e-004 +1.214710751e-004 -5.234987853e+001 -5.234987853e+001 -8.8693e-001 -1.2284e+000 +2.5837e+000
287 +9.863191967e-005 +9.863191967e-005 -5.234990137e+001 -5.234990137e+001 -8.8679e-001 -1.2334e+000 +2.5785e+000
321 +3.954263185e-005 +3.954263185e-005 -5.234996046e+001 -5.234996046e+001 -8.8193e-001 -1.2349e+000 +2.5680e+000
347 +2.466367467e-005 +2.466367467e-005 -5.234997534e+001 -5.234997534e+001 -8.7732e-001 -1.2347e+000 +2.5598e+000
355 +1.011082961e-005 +1.011082961e-005 -5.234998989e+001 -5.234998989e+001 -8.7514e-001 -1.2352e+000 +2.5555e+000
357 +9.990983528e-006 +9.990983528e-006 -5.234999001e+001 -5.234999001e+001 -8.7539e-001 -1.2351e+000 +2.5560e+000
3126 +5.101106893e-006 +5.101106893e-006 -5.234999490e+001 -5.234999490e+001 -8.7674e-001 -1.2390e+000 +2.5545e+000
3194 +3.731806842e-006 +3.731806842e-006 -5.234999627e+001 -5.234999627e+001 -8.7569e-001 -1.2409e+000 +2.5507e+000
3532 +2.507819076e-006 +2.507819076e-006 -5.234999749e+001 -5.234999749e+001 -8.7579e-001 -1.2413e+000 +2.5504e+000
4411 +4.243756138e-007 +4.243756138e-007 -5.234999958e+001 -5.234999958e+001 -8.7313e-001 -1.2424e+000 +2.5444e+000
4412 +2.763316473e-007 +2.763316473e-007 -5.234999972e+001 -5.234999972e+001 -8.7347e-001 -1.2423e+000 +2.5452e+000
