% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.251206246e+002 +2.251206246e+002 +1.727706246e+002 +1.727706246e+002 -4.3747e+000 -3.4124e+000 +4.1935e+000 -4.0252e+000 +1.6984e+000 -4.9546e+000 +4.7855e+000 +2.5772e+000 -3.9014e+000 -2.4753e+000 +4.6991e+000 +8.6219e-001 -3.2313e+000 +3.0655e+000 +2.5010e+000 -1.1164e+000 +1.9452e+000 -4.8448e-001 +3.0209e+000 -3.7497e+000
3 +7.362087434e+001 +7.362087434e+001 +2.127087434e+001 +2.127087434e+001 -4.0928e+000 +4.9840e+000 +1.2319e+000 -4.8687e+000 +1.6667e+000 +4.8324e+000 -4.1711e+000 +4.1392e+000 +1.7880e+000 -4.3962e-001 +4.1980e+000 -2.8968e+000 +1.5446e+000 +4.7781e+000 -3.6846e+000 +3.4842e+000 +2.4108e+000 -3.4474e+000 +1.2305e-001 -1.2736e-001
