% function evaluation | noise-free fitness - Fopt (-5.235000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.012064549e+002 +1.012064549e+002 +4.885645488e+001 +4.885645488e+001 +3.8505e+000 +4.1042e+000 -3.3503e+000
2 +3.686112562e+001 +3.686112562e+001 -1.548887438e+001 -1.548887438e+001 -3.6584e+000 +9.4726e-002 -2.6737e+000
52 +1.375919334e+001 +1.375919334e+001 -3.859080666e+001 -3.859080666e+001 -1.7086e+000 +1.2723e+000 +3.8595e+000
72 +1.258811317e+000 +1.258811317e+000 -5.109118868e+001 -5.109118868e+001 -2.2113e+000 -1.3210e+000 +2.3309e+000
94 +2.276469892e-001 +2.276469892e-001 -5.212235301e+001 -5.212235301e+001 -1.3179e+000 -1.3383e+000 +2.9422e+000
120 +1.422709280e-001 +1.422709280e-001 -5.220772907e+001 -5.220772907e+001 -1.0722e+000 -1.3263e+000 +3.0181e+000
152 +9.811237417e-002 +9.811237417e-002 -5.225188763e+001 -5.225188763e+001 -1.1015e+000 -1.2110e+000 +2.9690e+000
176 +3.340840684e-002 +3.340840684e-002 -5.231659159e+001 -5.231659159e+001 -9.8737e-001 -1.1551e+000 +2.8302e+000
177 +1.169478658e-002 +1.169478658e-002 -5.233830521e+001 -5.233830521e+001 -9.0240e-001 -1.1132e+000 +2.7268e+000
183 +9.992228516e-003 +9.992228516e-003 -5.234000777e+001 -5.234000777e+001 -8.8143e-001 -1.1029e+000 +2.7013e+000
232 +4.398951278e-003 +4.398951278e-003 -5.234560105e+001 -5.234560105e+001 -9.1134e-001 -1.1756e+000 +2.6828e+000
260 +1.204943933e-003 +1.204943933e-003 -5.234879506e+001 -5.234879506e+001 -9.0749e-001 -1.2214e+000 +2.6262e+000
265 +9.760814637e-004 +9.760814637e-004 -5.234902392e+001 -5.234902392e+001 -9.0325e-001 -1.2397e+000 +2.6002e+000
291 +4.658920857e-004 +4.658920857e-004 -5.234953411e+001 -5.234953411e+001 -8.9913e-001 -1.2366e+000 +2.5974e+000
311 +2.253891048e-004 +2.253891048e-004 -5.234977461e+001 -5.234977461e+001 -8.8159e-001 -1.2187e+000 +2.5843e+000
340 +1.450852282e-004 +1.450852282e-004 -5.234985491e+001 -5.234985491e+001 -8.8233e-001 -1.2199e+000 +2.5839e+000
364 +8.069028641e-005 +8.069028641e-005 -5.234991931e+001 -5.234991931e+001 -8.7881e-001 -1.2241e+000 +2.5733e+000
397 +5.553614558e-005 +5.553614558e-005 -5.234994446e+001 -5.234994446e+001 -8.7582e-001 -1.2350e+000 +2.5570e+000
401 +2.786549568e-005 +2.786549568e-005 -5.234997213e+001 -5.234997213e+001 -8.7655e-001 -1.2313e+000 +2.5620e+000
429 +2.097929523e-005 +2.097929523e-005 -5.234997902e+001 -5.234997902e+001 -8.7775e-001 -1.2322e+000 +2.5632e+000
776 +1.567341049e-005 +1.567341049e-005 -5.234998433e+001 -5.234998433e+001 -8.7799e-001 -1.2344e+000 +2.5614e+000
1698 +7.179729032e-006 +7.179729032e-006 -5.234999282e+001 -5.234999282e+001 -8.7194e-001 -1.2491e+000 +2.5355e+000
1724 +3.786843585e-006 +3.786843585e-006 -5.234999621e+001 -5.234999621e+001 -8.7499e-001 -1.2409e+000 +2.5493e+000
1728 +2.126374376e-006 +2.126374376e-006 -5.234999787e+001 -5.234999787e+001 -8.7406e-001 -1.2437e+000 +2.5448e+000
1751 +1.119629488e-006 +1.119629488e-006 -5.234999888e+001 -5.234999888e+001 -8.7489e-001 -1.2417e+000 +2.5484e+000
1783 +9.383476396e-007 +9.383476396e-007 -5.234999906e+001 -5.234999906e+001 -8.7468e-001 -1.2420e+000 +2.5477e+000
