% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.361185573e+006 +1.361185573e+006 +1.361221473e+006 +1.361221473e+006
252 +1.330986419e+005 +1.330986419e+005 +1.331345419e+005 +1.331345419e+005
355 +6.039948252e+004 +6.039948252e+004 +6.043538252e+004 +6.043538252e+004
357 +3.372372306e+004 +3.372372306e+004 +3.375962306e+004 +3.375962306e+004
358 +1.995744127e+004 +1.995744127e+004 +1.999334127e+004 +1.999334127e+004
462 +1.886303143e+003 +1.886303143e+003 +1.922203143e+003 +1.922203143e+003
563 +1.409767370e+003 +1.409767370e+003 +1.445667370e+003 +1.445667370e+003
891 +9.109984640e+002 +9.109984640e+002 +9.468984640e+002 +9.468984640e+002
1211 +5.747894712e+002 +5.747894712e+002 +6.106894712e+002 +6.106894712e+002
18379 +3.953658821e+002 +3.953658821e+002 +4.312658821e+002 +4.312658821e+002
