% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.621085580e+006 +1.621085580e+006 +1.621234730e+006 +1.621234730e+006
4 +1.024321083e+006 +1.024321083e+006 +1.024470233e+006 +1.024470233e+006
14 +8.865343783e+005 +8.865343783e+005 +8.866835283e+005 +8.866835283e+005
148 +3.082106895e+005 +3.082106895e+005 +3.083598395e+005 +3.083598395e+005
253 +1.395140675e+004 +1.395140675e+004 +1.410055675e+004 +1.410055675e+004
360 +5.875950356e+003 +5.875950356e+003 +6.025100356e+003 +6.025100356e+003
361 +2.295639521e+003 +2.295639521e+003 +2.444789521e+003 +2.444789521e+003
461 +1.329748145e+003 +1.329748145e+003 +1.478898145e+003 +1.478898145e+003
663 +8.596786774e+002 +8.596786774e+002 +1.008828677e+003 +1.008828677e+003
1162 +6.119600907e+002 +6.119600907e+002 +7.611100907e+002 +7.611100907e+002
1263 +3.728142542e+002 +3.728142542e+002 +5.219642542e+002 +5.219642542e+002
1364 +2.061251237e+002 +2.061251237e+002 +3.552751237e+002 +3.552751237e+002
