% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.884583479e+003 +1.884583479e+003 +1.987193479e+003 +1.987193479e+003
5 +1.545219031e+003 +1.545219031e+003 +1.647829031e+003 +1.647829031e+003
