% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.129860410e+003 +5.129860410e+003 +4.667770410e+003 +4.667770410e+003 -3.7853e+000 +4.8860e+000 +4.8680e-001 -3.4769e-001 +3.1897e+000 -1.9055e+000 +4.6323e+000 -6.7907e-001 +3.3995e-001 -8.0329e-001 +3.4419e+000 +1.2061e+000 +1.6959e+000 +2.5025e+000 +1.2904e-002 -2.5745e+000 +1.8158e+000 -4.3006e+000 -3.2934e+000 -4.0679e+000
6 +3.610735262e+003 +3.610735262e+003 +3.148645262e+003 +3.148645262e+003 -1.8286e+000 -4.2024e+000 +1.5510e+000 -2.5312e+000 -4.3339e+000 -4.2387e-001 -4.1367e+000 -4.3608e+000 -3.1644e+000 +3.2492e+000 -6.0992e-001 +5.2485e-001 +1.0449e+000 +3.9218e+000 -1.8635e+000 -2.5428e-001 -4.1641e+000 +8.6680e-001 +4.3009e+000 -3.0154e+000
