% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.356144640e+004 +2.356144640e+004 +2.309935640e+004 +2.309935640e+004
3 +1.563639949e+004 +1.563639949e+004 +1.517430949e+004 +1.517430949e+004
8 +5.004053872e+003 +5.004053872e+003 +4.541963872e+003 +4.541963872e+003
341 +3.766017388e+003 +3.766017388e+003 +3.303927388e+003 +3.303927388e+003
1544 +2.269869429e+003 +2.269869429e+003 +1.807779429e+003 +1.807779429e+003
