% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.200621070e+007 +2.200621070e+007 +2.200615576e+007 +2.200615576e+007
12 +1.038094890e+007 +1.038094890e+007 +1.038089396e+007 +1.038089396e+007
350 +6.621533849e+006 +6.621533849e+006 +6.621478909e+006 +6.621478909e+006
448 +5.190705907e+006 +5.190705907e+006 +5.190650967e+006 +5.190650967e+006
1044 +3.742333962e+006 +3.742333962e+006 +3.742279022e+006 +3.742279022e+006
1737 +2.162680003e+006 +2.162680003e+006 +2.162625063e+006 +2.162625063e+006
1938 +1.195888123e+006 +1.195888123e+006 +1.195833183e+006 +1.195833183e+006
2232 +9.272198142e+005 +9.272198142e+005 +9.271648742e+005 +9.271648742e+005
3409 +5.660685214e+005 +5.660685214e+005 +5.660135814e+005 +5.660135814e+005
26922 +3.564929376e+005 +3.564929376e+005 +3.564379976e+005 +3.564379976e+005
27127 +2.409939814e+005 +2.409939814e+005 +2.409390414e+005 +2.409390414e+005
