% function evaluation | noise-free fitness - Fopt (-5.494000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.959525901e+006 +3.959525901e+006 +3.959470961e+006 +3.959470961e+006 -4.4324e+000 -1.3398e-002 -4.2673e+000
2 +6.146181230e+004 +6.146181230e+004 +6.140687230e+004 +6.140687230e+004 -4.7620e+000 -2.2830e-001 +2.2379e+000
28 +8.490720509e+003 +8.490720509e+003 +8.435780509e+003 +8.435780509e+003 -4.6626e+000 -1.8495e+000 -3.6898e+000
49 +4.923488386e+002 +4.923488386e+002 +4.374088386e+002 +4.374088386e+002 -2.4723e+000 -2.1363e+000 -3.6714e+000
57 +7.920853213e+000 +7.920853213e+000 -4.701914679e+001 -4.701914679e+001 -1.7695e+000 -2.2239e+000 -3.6669e+000
85 +4.292278962e-004 +4.292278962e-004 -5.493957077e+001 -5.493957077e+001 -1.7269e+000 -1.5106e+000 -1.3822e+000
87 +3.415997472e-004 +3.415997472e-004 -5.493965840e+001 -5.493965840e+001 -1.7266e+000 -1.5079e+000 -1.3735e+000
105 +1.187456219e-004 +1.187456219e-004 -5.493988125e+001 -5.493988125e+001 -1.7266e+000 -1.5079e+000 -1.3735e+000
814 +9.682486454e-005 +9.682486454e-005 -5.493990318e+001 -5.493990318e+001 -1.7267e+000 -1.5109e+000 -1.3828e+000
1398 +5.557077600e-005 +5.557077600e-005 -5.493994443e+001 -5.493994443e+001 -1.7262e+000 -1.5083e+000 -1.3746e+000
4414 +3.135334066e-005 +3.135334066e-005 -5.493996865e+001 -5.493996865e+001 -1.7264e+000 -1.5083e+000 -1.3744e+000
4426 +1.660329416e-005 +1.660329416e-005 -5.493998340e+001 -5.493998340e+001 -1.7264e+000 -1.5080e+000 -1.3736e+000
4428 +1.152772356e-005 +1.152772356e-005 -5.493998847e+001 -5.493998847e+001 -1.7264e+000 -1.5080e+000 -1.3736e+000
4429 +6.810687978e-006 +6.810687978e-006 -5.493999319e+001 -5.493999319e+001 -1.7264e+000 -1.5080e+000 -1.3736e+000
4977 +5.337910828e-006 +5.337910828e-006 -5.493999466e+001 -5.493999466e+001 -1.7264e+000 -1.5082e+000 -1.3744e+000
5520 +3.953282516e-006 +3.953282516e-006 -5.493999605e+001 -5.493999605e+001 -1.7264e+000 -1.5080e+000 -1.3736e+000
