% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.403149975e+002 +3.403149975e+002 +4.197949975e+002 +4.197949975e+002 +4.8368e+000 +1.5195e+000 +2.3883e+000 -2.4420e+000 +4.9259e+000 -4.5939e+000 -9.8917e-002 -3.6152e+000 +3.0473e+000 -3.8417e+000 +4.6747e+000 +3.5575e+000 +1.3808e-001 -2.1584e+000 +1.6774e+000 -3.7921e-001 +2.2308e-001 +3.6927e+000 +2.1007e+000 +4.5824e+000
3 +1.622840000e+002 +1.622840000e+002 +2.417640000e+002 +2.417640000e+002 -1.6294e+000 +4.5804e+000 +1.0313e-001 +2.7024e+000 -2.1112e+000 +1.0559e+000 -2.9380e+000 -2.1005e-001 +2.6638e+000 -2.0981e+000 +5.7976e-001 -4.5894e-001 -4.9705e+000 +3.8705e+000 +4.0069e+000 +2.5807e-001 +1.5660e+000 -2.8338e+000 +2.4408e+000 +4.0072e+000
