X                     Y = 3sin(x) + (0.1x - 3)^2
23.592771231337395   -2.588048914053815
25.954164422441742    2.3600359208423676
16.128070907594658    0.7007279616456625
42.968711273117194   -0.8643260288623771
29.902710820127755   -2.994933431943693
40.778673840421600    1.3477707484256034
26.409551199064843    3.000202297823037
10.703092914775670    0.8511121142058653
29.742604882823720   -2.9835841202082065
35.209806094314670   -1.5495953730633927
23.592771231337395   -2.588048914053815
25.954164422441742    2.3600359208423676
16.128070907594658    0.7007279616456625
42.968711273117194   -0.8643260288623771
29.902710820127755   -2.994933431943693
40.778673840421600    1.3477707484256034
26.409551199064843    3.000202297823037
10.703092914775670    0.8511121142058653
29.742604882823720   -2.9835841202082065
35.209806094314670   -1.5495953730633927
21.041117665018200    3.2429161797883137
17.041117665018200   -1.2363610660944155
41.873692556769400   -1.166654658736396
22.910969341734010   -1.88393551542543
18.556322056920260    0.4424289823209706
18.556322056920260    0.4424289823209706
23.592914096288993   -2.588053980703468
23.592628366385796   -2.58804378579386
23.592771231337395   -2.588048914053815
23.628451464642012   -2.5874014534302945
23.535039400722592   -2.580957051009009
23.592771231337395   -2.588048914053815
23.570719634924780   -2.5865280467047604
23.606399867331824   -2.5882548956716254
23.604592232952350   -2.5882598161428
23.604594012764494   -2.5882598161468175
23.604593871023300   -2.5882598161468477
23.604593871259418   -2.5882598161468477
23.604593871439157   -2.5882598161468477
23.604593925420630   -2.5882598161468433
23.604593892058244   -2.588259816146847
23.604593879314947   -2.5882598161468477
23.604593884182453   -2.5882598161468473
23.604593876306662   -2.5882598161468477
23.604593874447440   -2.5882598161468477
23.604593873298377   -2.5882598161468477
23.604593872588218   -2.5882598161468477
23.604593872149316   -2.5882598161468477
23.604593871878060   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604736808241377   -2.588259785323837
23.604450935155263   -2.5882597853244103
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871033796   -2.5882598161468477
23.604593872773542   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604593872109017   -2.5882598161468473
23.604593871444497   -2.5882598161468477
23.604593871720000   -2.5882598161468473
23.604593871577050   -2.5882598161468477
23.604593871652000   -2.5882598161468477
23.604593871680628   -2.5882598161468477
23.604593871706600   -2.5882598161468473
23.604593871691563   -2.5882598161468477
23.604593871701482   -2.5882598161468477
23.604593871696522   -2.5882598161468477
23.604593871699002   -2.5882598161468473
23.604593871697634   -2.5882598161468473
23.604593871698057   -2.5882598161468477
23.604593871698580   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604736808241377   -2.588259785323837
23.604450935155263   -2.5882597853244103
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871033796   -2.5882598161468477
23.604593872773542   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604593872109017   -2.5882598161468473
23.604593871444497   -2.5882598161468477
23.604593871720000   -2.5882598161468473
23.604593871577050   -2.5882598161468477
23.604593871652000   -2.5882598161468477
23.604593871680628   -2.5882598161468477
23.604593871706600   -2.5882598161468473
23.604593871691563   -2.5882598161468477
23.604593871701482   -2.5882598161468477
23.604593871696522   -2.5882598161468477
23.604593871699002   -2.5882598161468473
23.604593871697634   -2.5882598161468473
23.604593871698057   -2.5882598161468477
23.604593871698580   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604736808241377   -2.588259785323837
23.604450935155263   -2.5882597853244103
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871033796   -2.5882598161468477
23.604593872773542   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604593872109017   -2.5882598161468473
23.604593871444497   -2.5882598161468477
23.604593871720000   -2.5882598161468473
23.604593871577050   -2.5882598161468477
23.604593871652000   -2.5882598161468477
23.604593871680628   -2.5882598161468477
23.604593871706600   -2.5882598161468473
23.604593871691563   -2.5882598161468477
23.604593871701482   -2.5882598161468477
23.604593871696522   -2.5882598161468477
23.604593871699002   -2.5882598161468473
23.604593871697634   -2.5882598161468473
23.604593871698057   -2.5882598161468477
23.604593871698580   -2.5882598161468477
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
23.604593871698320   -2.588259816146848
