% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.340908822e+002 +3.340908822e+002 +3.248808822e+002 +3.248808822e+002 +2.6776e+000 -4.2879e+000 +4.4342e+000 +4.6527e+000 -1.9561e+000 +3.6415e+000 +1.9515e-001 -3.4891e+000 -8.5570e-002 -9.4082e-001 -6.3288e-001 -1.4181e-001 +4.0350e+000 -3.6258e+000 -3.5079e+000 +1.0872e+000 +3.7034e+000 +2.8489e+000 +5.0779e-001 -8.1378e-001
563 +2.391372171e+002 +2.391372171e+002 +2.299272171e+002 +2.299272171e+002 +4.5928e+000 +3.0508e+000 +7.9391e-001 -7.6748e-001 -1.3168e+000 +1.2349e+000 -2.2935e-001 +2.2536e+000 -3.9620e+000 +2.0449e+000 -4.3067e-001 -9.4150e-001 +3.4970e+000 +4.9622e+000 -4.3329e+000 -4.8630e+000 +3.8238e+000 +1.1256e+000 -1.1973e+000 +1.5955e+000
