% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.615915377e+008 +1.615915377e+008 +1.615916140e+008 +1.615916140e+008
2 +6.735758012e+006 +6.735758012e+006 +6.735834282e+006 +6.735834282e+006
5 +2.909448777e+006 +2.909448777e+006 +2.909525047e+006 +2.909525047e+006
9 +7.132338854e+005 +7.132338854e+005 +7.133101554e+005 +7.133101554e+005
12 +6.258323978e+005 +6.258323978e+005 +6.259086678e+005 +6.259086678e+005
141 +2.669322943e+003 +2.669322943e+003 +2.745592943e+003 +2.745592943e+003
142 +2.060637076e+003 +2.060637076e+003 +2.136907076e+003 +2.136907076e+003
232 +1.735087380e+002 +1.735087380e+002 +2.497787380e+002 +2.497787380e+002
330 +2.713911904e+001 +2.713911904e+001 +1.034091190e+002 +1.034091190e+002
331 +1.855192580e+001 +1.855192580e+001 +9.482192580e+001 +9.482192580e+001
431 +8.711889236e+000 +8.711889236e+000 +8.498188924e+001 +8.498188924e+001
529 +3.139127498e+000 +3.139127498e+000 +7.940912750e+001 +7.940912750e+001
631 +1.391552131e+000 +1.391552131e+000 +7.766155213e+001 +7.766155213e+001
635 +4.726219235e-001 +4.726219235e-001 +7.674262192e+001 +7.674262192e+001
2025 +3.397589390e-001 +3.397589390e-001 +7.660975894e+001 +7.660975894e+001
11580 +2.332127019e-001 +2.332127019e-001 +7.650321270e+001 +7.650321270e+001
