% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.996223044e+007 +1.996223044e+007 +1.996230671e+007 +1.996230671e+007
3 +8.356473442e+006 +8.356473442e+006 +8.356549712e+006 +8.356549712e+006
4 +1.949560201e+006 +1.949560201e+006 +1.949636471e+006 +1.949636471e+006
6 +1.646349879e+004 +1.646349879e+004 +1.653976879e+004 +1.653976879e+004
143 +2.342268632e+003 +2.342268632e+003 +2.418538632e+003 +2.418538632e+003
144 +1.452189000e+003 +1.452189000e+003 +1.528459000e+003 +1.528459000e+003
230 +9.778271824e+002 +9.778271824e+002 +1.054097182e+003 +1.054097182e+003
234 +1.675161874e+002 +1.675161874e+002 +2.437861874e+002 +2.437861874e+002
235 +1.582622871e+002 +1.582622871e+002 +2.345322871e+002 +2.345322871e+002
333 +2.584615984e+001 +2.584615984e+001 +1.021161598e+002 +1.021161598e+002
426 +2.013625146e+001 +2.013625146e+001 +9.640625146e+001 +9.640625146e+001
430 +7.632529635e+000 +7.632529635e+000 +8.390252964e+001 +8.390252964e+001
530 +2.537573390e+000 +2.537573390e+000 +7.880757339e+001 +7.880757339e+001
531 +2.260997968e+000 +2.260997968e+000 +7.853099797e+001 +7.853099797e+001
625 +1.294253189e+000 +1.294253189e+000 +7.756425319e+001 +7.756425319e+001
629 +6.890510810e-001 +6.890510810e-001 +7.695905108e+001 +7.695905108e+001
731 +3.432529227e-001 +3.432529227e-001 +7.661325292e+001 +7.661325292e+001
831 +2.164027695e-001 +2.164027695e-001 +7.648640277e+001 +7.648640277e+001
924 +1.492786278e-001 +1.492786278e-001 +7.641927863e+001 +7.641927863e+001
928 +5.259237476e-002 +5.259237476e-002 +7.632259237e+001 +7.632259237e+001
1033 +3.686369523e-002 +3.686369523e-002 +7.630686370e+001 +7.630686370e+001
3454 +2.368954625e-002 +2.368954625e-002 +7.629368955e+001 +7.629368955e+001
10679 +1.568547760e-002 +1.568547760e-002 +7.628568548e+001 +7.628568548e+001
