% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288324417e+004 +4.288324417e+004 +4.267336417e+004 +4.267336417e+004 +2.1791e-001 +3.9521e+000 +3.3868e+000
29 +1.168226731e+004 +1.168226731e+004 +1.147238731e+004 +1.147238731e+004 +2.1791e-001 +3.9481e+000 +3.5577e+000
50 +1.589948170e+002 +1.589948170e+002 -5.088518303e+001 -5.088518303e+001 +2.1933e-001 +6.3502e-002 +3.5542e+000
52 +4.537200266e+001 +4.537200266e+001 -1.645079973e+002 -1.645079973e+002 +2.1911e-001 +6.5720e-001 +3.5542e+000
53 +1.146282134e+000 +1.146282134e+000 -2.087337179e+002 -2.087337179e+002 +2.1918e-001 +4.6015e-001 +3.5542e+000
55 +9.966390631e-001 +9.966390631e-001 -2.088833609e+002 -2.088833609e+002 +2.1919e-001 +4.4798e-001 +3.5542e+000
75 +2.194624325e-002 +2.194624325e-002 -2.098580538e+002 -2.098580538e+002 +1.2807e+000 +4.4801e-001 +3.5543e+000
97 +1.262201321e-002 +1.262201321e-002 -2.098673780e+002 -2.098673780e+002 +1.2135e+000 +4.4801e-001 +3.5543e+000
101 +6.249197907e-005 +6.249197907e-005 -2.098799375e+002 -2.098799375e+002 +1.2138e+000 +4.4800e-001 +3.5544e+000
108 +3.979134391e-005 +3.979134391e-005 -2.098799602e+002 -2.098799602e+002 +1.2138e+000 +4.4800e-001 +3.5544e+000
134 +8.544622858e-007 +8.544622858e-007 -2.098799991e+002 -2.098799991e+002 +1.2080e+000 +4.4800e-001 +3.5544e+000
139 +2.375632846e-007 +2.375632846e-007 -2.098799998e+002 -2.098799998e+002 +1.2073e+000 +4.4800e-001 +3.5544e+000
172 +1.027259771e-007 +1.027259771e-007 -2.098799999e+002 -2.098799999e+002 +1.2073e+000 +4.4800e-001 +3.5544e+000
175 +5.050287655e-008 +5.050287655e-008 -2.098799999e+002 -2.098799999e+002 +1.2074e+000 +4.4800e-001 +3.5544e+000
274 +3.889448408e-008 +3.889448408e-008 -2.098800000e+002 -2.098800000e+002 +1.2073e+000 +4.4800e-001 +3.5544e+000
514 +1.231236979e-008 +1.231236979e-008 -2.098800000e+002 -2.098800000e+002 +1.2071e+000 +4.4800e-001 +3.5544e+000
515 +8.963212395e-009 +8.963212395e-009 -2.098800000e+002 -2.098800000e+002 +1.2071e+000 +4.4800e-001 +3.5544e+000
952 +4.595108294e-009 +4.595108294e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
953 +3.474838195e-009 +3.474838195e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
954 +7.145786185e-010 +7.145786185e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
970 +3.688285233e-010 +3.688285233e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
