% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.446797827e+009 +4.446797827e+009 +4.446797617e+009 +4.446797617e+009
3 +3.883275919e+009 +3.883275919e+009 +3.883275709e+009 +3.883275709e+009
4 +2.406234155e+009 +2.406234155e+009 +2.406233945e+009 +2.406233945e+009
121 +1.102173307e+009 +1.102173307e+009 +1.102173098e+009 +1.102173098e+009
218 +5.694150823e+008 +5.694150823e+008 +5.694148724e+008 +5.694148724e+008
315 +3.890404482e+008 +3.890404482e+008 +3.890402383e+008 +3.890402383e+008
414 +2.279253779e+008 +2.279253779e+008 +2.279251680e+008 +2.279251680e+008
515 +1.381224365e+008 +1.381224365e+008 +1.381222267e+008 +1.381222267e+008
1199 +7.929171168e+007 +7.929171168e+007 +7.929150180e+007 +7.929150180e+007
1296 +5.227714593e+007 +5.227714593e+007 +5.227693605e+007 +5.227693605e+007
13995 +3.690433821e+007 +3.690433821e+007 +3.690412833e+007 +3.690412833e+007
14297 +2.458777840e+007 +2.458777840e+007 +2.458756852e+007 +2.458756852e+007
28558 +1.519628000e+007 +1.519628000e+007 +1.519607012e+007 +1.519607012e+007
40227 +9.366227715e+006 +9.366227715e+006 +9.366017835e+006 +9.366017835e+006
