% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.010937783e+007 +4.010937783e+007 +4.010916795e+007 +4.010916795e+007
2 +3.274423617e+007 +3.274423617e+007 +3.274402629e+007 +3.274402629e+007
10 +1.950290471e+007 +1.950290471e+007 +1.950269483e+007 +1.950269483e+007
123 +6.125117330e+006 +6.125117330e+006 +6.124907450e+006 +6.124907450e+006
223 +3.787835456e+006 +3.787835456e+006 +3.787625576e+006 +3.787625576e+006
322 +2.319728482e+006 +2.319728482e+006 +2.319518602e+006 +2.319518602e+006
419 +1.331902203e+006 +1.331902203e+006 +1.331692323e+006 +1.331692323e+006
520 +9.575028367e+005 +9.575028367e+005 +9.572929567e+005 +9.572929567e+005
821 +5.314706107e+005 +5.314706107e+005 +5.312607307e+005 +5.312607307e+005
4387 +3.281476936e+005 +3.281476936e+005 +3.279378136e+005 +3.279378136e+005
4593 +2.474047639e+005 +2.474047639e+005 +2.471948839e+005 +2.471948839e+005
