% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.478210967e+009 +2.478210967e+009 +2.478210757e+009 +2.478210757e+009
119 +1.336193275e+009 +1.336193275e+009 +1.336193065e+009 +1.336193065e+009
218 +9.554546776e+008 +9.554546776e+008 +9.554544678e+008 +9.554544678e+008
518 +5.863348800e+008 +5.863348800e+008 +5.863346701e+008 +5.863346701e+008
1577 +3.296260473e+008 +3.296260473e+008 +3.296258374e+008 +3.296258374e+008
1678 +2.268909289e+008 +2.268909289e+008 +2.268907191e+008 +2.268907191e+008
1881 +1.530804502e+008 +1.530804502e+008 +1.530802404e+008 +1.530802404e+008
8620 +9.688558673e+007 +9.688558673e+007 +9.688537685e+007 +9.688537685e+007
14112 +6.089906441e+007 +6.089906441e+007 +6.089885453e+007 +6.089885453e+007
15573 +3.906620688e+007 +3.906620688e+007 +3.906599700e+007 +3.906599700e+007
19795 +2.508613372e+007 +2.508613372e+007 +2.508592384e+007 +2.508592384e+007
28579 +1.573766259e+007 +1.573766259e+007 +1.573745271e+007 +1.573745271e+007
33286 +9.274102885e+006 +9.274102885e+006 +9.273893005e+006 +9.273893005e+006
