% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.489428116e+004 +6.489428116e+004 +6.468440116e+004 +6.468440116e+004 -4.7808e+000 +1.9264e-001
27 +2.476217896e+004 +2.476217896e+004 +2.455229896e+004 +2.455229896e+004 -6.2773e+000 +6.0850e-001
28 +8.755600132e+002 +8.755600132e+002 +6.656800132e+002 +6.656800132e+002 -6.2773e+000 +4.7501e-001
29 +2.019380332e+002 +2.019380332e+002 -7.941966791e+000 -7.941966791e+000 -6.2773e+000 +4.3567e-001
30 +5.369243758e+001 +5.369243758e+001 -1.561875624e+002 -1.561875624e+002 -6.2773e+000 +4.4620e-001
44 +2.476979878e+000 +2.476979878e+000 -2.074030201e+002 -2.074030201e+002 -2.2615e-001 +4.4815e-001
45 +1.578757147e+000 +1.578757147e+000 -2.083012429e+002 -2.083012429e+002 +3.3307e-002 +4.4815e-001
48 +1.764215190e-002 +1.764215190e-002 -2.098623578e+002 -2.098623578e+002 +1.1932e+000 +4.4814e-001
71 +1.527681903e-002 +1.527681903e-002 -2.098647232e+002 -2.098647232e+002 +1.2087e+000 +4.4814e-001
74 +1.662679219e-003 +1.662679219e-003 -2.098783373e+002 -2.098783373e+002 +1.2104e+000 +4.4796e-001
78 +8.799911766e-004 +8.799911766e-004 -2.098791200e+002 -2.098791200e+002 +1.2098e+000 +4.4803e-001
79 +7.531993816e-006 +7.531993816e-006 -2.098799925e+002 -2.098799925e+002 +1.2100e+000 +4.4800e-001
109 +2.987194819e-006 +2.987194819e-006 -2.098799970e+002 -2.098799970e+002 +1.2090e+000 +4.4800e-001
110 +2.215417112e-007 +2.215417112e-007 -2.098799998e+002 -2.098799998e+002 +1.2072e+000 +4.4800e-001
142 +5.243515488e-008 +5.243515488e-008 -2.098799999e+002 -2.098799999e+002 +1.2071e+000 +4.4800e-001
178 +3.936830240e-008 +3.936830240e-008 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
534 +9.525251699e-010 +9.525251699e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
536 +4.608295967e-010 +4.608295967e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
560 +2.392255283e-010 +2.392255283e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
762 +8.807887752e-011 +8.807887752e-011 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
960 +1.327293830e-011 +1.327293830e-011 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
