% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.207241722e+009 +1.207241722e+009 +1.207241512e+009 +1.207241512e+009 +1.8456e+001 +3.7347e+001
5 +6.022605151e+008 +6.022605151e+008 +6.022603052e+008 +6.022603052e+008 +3.0560e+001 +2.4528e+001
6 +2.750780280e+008 +2.750780280e+008 +2.750778181e+008 +2.750778181e+008 +4.3227e+001 +1.7074e+001
44 +1.940921706e+007 +1.940921706e+007 +1.940900718e+007 +1.940900718e+007 +1.8456e+001 +4.8495e+000
45 +1.141701548e+007 +1.141701548e+007 +1.141680560e+007 +1.141680560e+007 +1.8456e+001 +3.9142e+000
46 +1.531787298e+006 +1.531787298e+006 +1.531577418e+006 +1.531577418e+006 +1.8456e+001 -7.1840e-001
48 +5.016067458e+004 +5.016067458e+004 +4.995079458e+004 +4.995079458e+004 +1.8456e+001 +6.7129e-001
49 +4.255550648e+003 +4.255550648e+003 +4.045670648e+003 +4.045670648e+003 +1.8456e+001 +5.1666e-001
50 +4.101648690e+002 +4.101648690e+002 +2.002848690e+002 +2.002848690e+002 +1.8456e+001 +4.5947e-001
51 +3.361517491e+002 +3.361517491e+002 +1.262717491e+002 +1.262717491e+002 +1.8456e+001 +4.5554e-001
62 +1.265419647e+002 +1.265419647e+002 -8.333803526e+001 -8.333803526e+001 +1.2603e+001 +4.4692e-001
63 +3.474720843e+001 +3.474720843e+001 -1.751327916e+002 -1.751327916e+002 +3.1319e+000 +4.4267e-001
114 +4.740915115e+000 +4.740915115e+000 -2.051390849e+002 -2.051390849e+002 -8.2242e-001 +4.4721e-001
134 +5.571152048e-001 +5.571152048e-001 -2.093228848e+002 -2.093228848e+002 +4.1700e-001 +4.4784e-001
137 +6.991718605e-003 +6.991718605e-003 -2.098730083e+002 -2.098730083e+002 +1.2640e+000 +4.4795e-001
140 +4.107627302e-003 +4.107627302e-003 -2.098758924e+002 -2.098758924e+002 +1.2128e+000 +4.4794e-001
152 +3.475182821e-003 +3.475182821e-003 -2.098765248e+002 -2.098765248e+002 +1.2134e+000 +4.4795e-001
156 +6.432893096e-005 +6.432893096e-005 -2.098799357e+002 -2.098799357e+002 +1.1989e+000 +4.4800e-001
237 +2.571510845e-005 +2.571510845e-005 -2.098799743e+002 -2.098799743e+002 +1.2117e+000 +4.4800e-001
238 +2.471689001e-005 +2.471689001e-005 -2.098799753e+002 -2.098799753e+002 +1.2118e+000 +4.4800e-001
258 +3.932844095e-007 +3.932844095e-007 -2.098799996e+002 -2.098799996e+002 +1.2066e+000 +4.4800e-001
263 +4.213535476e-008 +4.213535476e-008 -2.098800000e+002 -2.098800000e+002 +1.2073e+000 +4.4800e-001
264 +3.188438313e-008 +3.188438313e-008 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
288 +2.281581146e-009 +2.281581146e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
291 +7.799769719e-010 +7.799769719e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
293 +1.851958586e-010 +1.851958586e-010 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
312 +3.339550858e-011 +3.339550858e-011 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
1631 +2.108890840e-011 +2.108890840e-011 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
1649 +6.735945135e-012 +6.735945135e-012 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
2355 +4.064304449e-012 +4.064304449e-012 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
2356 +1.193711796e-012 +1.193711796e-012 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001
