% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.213129264e+007 +3.213129264e+007 +3.213108276e+007 +3.213108276e+007
10 +1.934007987e+007 +1.934007987e+007 +1.933986999e+007 +1.933986999e+007
125 +3.152140356e+006 +3.152140356e+006 +3.151930476e+006 +3.151930476e+006
232 +2.264057508e+006 +2.264057508e+006 +2.263847628e+006 +2.263847628e+006
334 +1.546330091e+006 +1.546330091e+006 +1.546120211e+006 +1.546120211e+006
432 +8.182080934e+005 +8.182080934e+005 +8.179982134e+005 +8.179982134e+005
627 +5.031118843e+005 +5.031118843e+005 +5.029020043e+005 +5.029020043e+005
823 +3.446220691e+005 +3.446220691e+005 +3.444121891e+005 +3.444121891e+005
1027 +2.306031234e+005 +2.306031234e+005 +2.303932434e+005 +2.303932434e+005
6855 +1.464697298e+005 +1.464697298e+005 +1.462598498e+005 +1.462598498e+005
