% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.602790036e+007 +4.602790036e+007 +4.602769048e+007 +4.602769048e+007
2 +1.981816218e+007 +1.981816218e+007 +1.981795230e+007 +1.981795230e+007
3 +1.424982592e+007 +1.424982592e+007 +1.424961604e+007 +1.424961604e+007
139 +6.549445820e+006 +6.549445820e+006 +6.549235940e+006 +6.549235940e+006
239 +4.678536120e+006 +4.678536120e+006 +4.678326240e+006 +4.678326240e+006
342 +3.214796865e+006 +3.214796865e+006 +3.214586985e+006 +3.214586985e+006
443 +1.681326628e+006 +1.681326628e+006 +1.681116748e+006 +1.681116748e+006
543 +1.279049845e+006 +1.279049845e+006 +1.278839965e+006 +1.278839965e+006
644 +9.133271359e+005 +9.133271359e+005 +9.131172559e+005 +9.131172559e+005
844 +5.958696514e+005 +5.958696514e+005 +5.956597714e+005 +5.956597714e+005
1553 +3.968888018e+005 +3.968888018e+005 +3.966789218e+005 +3.966789218e+005
2950 +1.922143458e+005 +1.922143458e+005 +1.920044658e+005 +1.920044658e+005
3048 +1.462354103e+005 +1.462354103e+005 +1.460255303e+005 +1.460255303e+005
3243 +9.587376903e+004 +9.587376903e+004 +9.566388903e+004 +9.566388903e+004
3442 +5.649014492e+004 +5.649014492e+004 +5.628026492e+004 +5.628026492e+004
3638 +3.472229617e+004 +3.472229617e+004 +3.451241617e+004 +3.451241617e+004
3735 +2.283516662e+004 +2.283516662e+004 +2.262528662e+004 +2.262528662e+004
3932 +1.039885219e+004 +1.039885219e+004 +1.018897219e+004 +1.018897219e+004
3933 +8.214637893e+003 +8.214637893e+003 +8.004757893e+003 +8.004757893e+003
4031 +5.698301037e+003 +5.698301037e+003 +5.488421037e+003 +5.488421037e+003
4123 +3.436965647e+003 +3.436965647e+003 +3.227085647e+003 +3.227085647e+003
4127 +2.449410683e+003 +2.449410683e+003 +2.239530683e+003 +2.239530683e+003
4325 +9.991692735e+002 +9.991692735e+002 +7.892892735e+002 +7.892892735e+002
4425 +4.861708958e+002 +4.861708958e+002 +2.762908958e+002 +2.762908958e+002
4525 +2.601775725e+002 +2.601775725e+002 +5.029757248e+001 +5.029757248e+001
4529 +1.972028686e+002 +1.972028686e+002 -1.267713141e+001 -1.267713141e+001
4631 +1.042593002e+002 +1.042593002e+002 -1.056206998e+002 -1.056206998e+002
4729 +5.638749623e+001 +5.638749623e+001 -1.534925038e+002 -1.534925038e+002
4832 +2.976292716e+001 +2.976292716e+001 -1.801170728e+002 -1.801170728e+002
4927 +2.050520158e+001 +2.050520158e+001 -1.893747984e+002 -1.893747984e+002
5033 +1.506331316e+001 +1.506331316e+001 -1.948166868e+002 -1.948166868e+002
114199 +9.302044623e+000 +9.302044623e+000 -2.005779554e+002 -2.005779554e+002
