% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.628078580e+009 +2.628078580e+009 +2.628078370e+009 +2.628078370e+009
2 +1.765263926e+009 +1.765263926e+009 +1.765263716e+009 +1.765263716e+009
120 +7.362375297e+008 +7.362375297e+008 +7.362373198e+008 +7.362373198e+008
224 +4.624554574e+008 +4.624554574e+008 +4.624552475e+008 +4.624552475e+008
323 +3.591664703e+008 +3.591664703e+008 +3.591662604e+008 +3.591662604e+008
1000 +1.771981697e+008 +1.771981697e+008 +1.771979598e+008 +1.771979598e+008
1100 +1.190223450e+008 +1.190223450e+008 +1.190221351e+008 +1.190221351e+008
1198 +9.616614028e+007 +9.616614028e+007 +9.616593040e+007 +9.616593040e+007
10111 +5.951943218e+007 +5.951943218e+007 +5.951922230e+007 +5.951922230e+007
14799 +3.591359680e+007 +3.591359680e+007 +3.591338692e+007 +3.591338692e+007
17443 +2.332663704e+007 +2.332663704e+007 +2.332642716e+007 +2.332642716e+007
25876 +1.092937116e+007 +1.092937116e+007 +1.092916128e+007 +1.092916128e+007
36171 +9.578871056e+006 +9.578871056e+006 +9.578661176e+006 +9.578661176e+006
