% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.947106098e+008 +2.947106098e+008 +2.947103999e+008 +2.947103999e+008 +3.1814e+001 +3.6901e+001 +3.0661e+001 +1.8854e+001 +1.6113e+001 +4.6256e+001 +3.8209e+001 +4.8212e+001 +1.5037e+001 +1.3558e+001
10 +1.420386690e+008 +1.420386690e+008 +1.420384592e+008 +1.420384592e+008 +1.9346e+001 +2.6921e+001 +3.8773e+001 +1.3419e+001 +3.9174e+001 +2.7378e+001 +2.3430e+001 +1.1133e+001 +1.6117e+001 +1.1257e+001
99 +1.525344610e+007 +1.525344610e+007 +1.525323622e+007 +1.525323622e+007 +3.1814e+001 +3.6899e+001 +3.0648e+001 +1.8850e+001 +1.6013e+001 +4.4336e+001 +3.5989e+001 -7.0833e-001 +4.1673e-001 +2.2778e+000
177 +9.233906357e+005 +9.233906357e+005 +9.231807557e+005 +9.231807557e+005 +3.1809e+001 +3.6869e+001 +3.0329e+001 +1.8761e+001 +1.3381e+001 +9.5250e+000 +9.8530e-002 +8.2263e-001 -2.4328e+000 +2.2039e+000
221 +2.755936812e+005 +2.755936812e+005 +2.753838012e+005 +2.753838012e+005 +3.1807e+001 +3.6861e+001 +3.0234e+001 +1.8734e+001 +1.2485e+001 +2.4641e+000 +3.6829e+000 +3.8518e-001 -9.3154e-001 +2.2429e+000
260 +2.267339985e+005 +2.267339985e+005 +2.265241185e+005 +2.265241185e+005 +3.1774e+001 +3.6677e+001 +2.8154e+001 +1.8156e+001 -2.6519e+000 +3.0221e+000 +3.4391e+000 +4.2617e-001 -1.0844e+000 +2.2393e+000
5417 +7.530615656e+004 +7.530615656e+004 +7.509627656e+004 +7.509627656e+004 +3.1782e+001 +3.6722e+001 +2.8664e+001 +1.8298e+001 +1.0682e+000 +2.9541e+000 +3.4712e+000 +3.8110e-001 -1.0682e+000 +2.6194e+000
5460 +6.302520738e+004 +6.302520738e+004 +6.281532738e+004 +6.281532738e+004 +3.1782e+001 +3.6722e+001 +2.8653e+001 +1.8294e+001 +1.0710e+000 +2.9471e+000 +3.2955e+000 +5.9781e-002 -1.2397e+000 +2.6060e+000
5614 +3.655993848e+004 +3.655993848e+004 +3.635005848e+004 +3.635005848e+004 +3.1271e+001 +3.4053e+001 -5.9701e+000 +2.5295e+000 +8.6000e+000 +1.9706e+000 +2.8212e+000 -2.7412e-002 -1.1924e+000 +2.6046e+000
5615 +2.317568705e+004 +2.317568705e+004 +2.296580705e+004 +2.296580705e+004 +3.1465e+001 +3.5067e+001 +7.1576e+000 +8.6040e+000 +5.7757e+000 +1.8911e+000 +2.8309e+000 -3.1380e-002 -1.1907e+000 +2.6044e+000
