% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.918491215e+008 +7.918491215e+008 +7.918489116e+008 +7.918489116e+008 +1.2968e+001 +2.5265e+001 +2.9654e+001
2 +3.004253427e+008 +3.004253427e+008 +3.004251329e+008 +3.004251329e+008 +3.8686e+001 +3.2117e+001 +2.2506e+001
9 +1.390317348e+008 +1.390317348e+008 +1.390315250e+008 +1.390315250e+008 +1.9866e+001 +2.9664e+001 +1.5270e+001
48 +2.057515797e+006 +2.057515797e+006 +2.057305917e+006 +2.057305917e+006 +1.2968e+001 +2.5236e+001 +2.4299e+000
50 +7.509747682e+005 +7.509747682e+005 +7.507648882e+005 +7.507648882e+005 +1.2968e+001 +2.5238e+001 +3.8349e+000
72 +5.469052987e+003 +5.469052987e+003 +5.259172987e+003 +5.259172987e+003 +1.2956e+001 -1.9215e+000 +3.5577e+000
73 +6.390912216e+002 +6.390912216e+002 +4.292112216e+002 +4.292112216e+002 +1.2956e+001 -3.1461e-001 +3.5577e+000
74 +1.794942771e+002 +1.794942771e+002 -3.038572295e+001 -3.038572295e+001 +1.2957e+001 +2.8185e-001 +3.5577e+000
75 +1.547584475e+002 +1.547584475e+002 -5.512155253e+001 -5.512155253e+001 +1.2957e+001 +3.6338e-001 +3.5577e+000
101 +2.310395542e+001 +2.310395542e+001 -1.867760446e+002 -1.867760446e+002 -2.8862e+000 +4.4801e-001 +3.5567e+000
102 +7.175278746e+000 +7.175278746e+000 -2.027047213e+002 -2.027047213e+002 +3.5469e-001 +4.4801e-001 +3.5569e+000
129 +5.250554778e+000 +5.250554778e+000 -2.046294452e+002 -2.046294452e+002 +1.2805e+000 +4.4800e-001 +3.5565e+000
130 +2.245175649e+000 +2.245175649e+000 -2.076348244e+002 -2.076348244e+002 +1.3748e+000 +4.4799e-001 +3.5560e+000
131 +7.566265355e-001 +7.566265355e-001 -2.091233735e+002 -2.091233735e+002 +1.5274e+000 +4.4798e-001 +3.5552e+000
133 +6.031001088e-001 +6.031001088e-001 -2.092768999e+002 -2.092768999e+002 +1.7743e+000 +4.4796e-001 +3.5540e+000
134 +2.044777194e-001 +2.044777194e-001 -2.096755223e+002 -2.096755223e+002 +1.6644e+000 +4.4797e-001 +3.5545e+000
162 +1.581496808e-001 +1.581496808e-001 -2.097218503e+002 -2.097218503e+002 +1.5876e+000 +4.4797e-001 +3.5542e+000
187 +9.090696303e-002 +9.090696303e-002 -2.097890930e+002 -2.097890930e+002 +1.4830e+000 +4.4798e-001 +3.5545e+000
283 +3.628639782e-002 +3.628639782e-002 -2.098437136e+002 -2.098437136e+002 +1.3803e+000 +4.4938e-001 +3.5543e+000
284 +1.029465494e-002 +1.029465494e-002 -2.098697053e+002 -2.098697053e+002 +1.2737e+000 +4.4939e-001 +3.5543e+000
285 +6.847388161e-003 +6.847388161e-003 -2.098731526e+002 -2.098731526e+002 +1.1911e+000 +4.4939e-001 +3.5543e+000
303 +4.238187229e-003 +4.238187229e-003 -2.098757618e+002 -2.098757618e+002 +1.2080e+000 +4.4939e-001 +3.5544e+000
307 +2.085212078e-003 +2.085212078e-003 -2.098779148e+002 -2.098779148e+002 +1.2062e+000 +4.4757e-001 +3.5544e+000
311 +6.082644180e-005 +6.082644180e-005 -2.098799392e+002 -2.098799392e+002 +1.2069e+000 +4.4826e-001 +3.5544e+000
346 +9.326751069e-006 +9.326751069e-006 -2.098799907e+002 -2.098799907e+002 +1.2077e+000 +4.4791e-001 +3.5544e+000
350 +1.131635031e-006 +1.131635031e-006 -2.098799989e+002 -2.098799989e+002 +1.2074e+000 +4.4803e-001 +3.5544e+000
351 +1.306585773e-007 +1.306585773e-007 -2.098799999e+002 -2.098799999e+002 +1.2075e+000 +4.4801e-001 +3.5544e+000
606 +7.722667306e-008 +7.722667306e-008 -2.098799999e+002 -2.098799999e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
