% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.645498798e+006 +4.645498798e+006 +4.645288918e+006 +4.645288918e+006 +2.7509e+000 +3.5079e+000 +1.3751e+000
2 +8.017391532e+005 +8.017391532e+005 +8.015292732e+005 +8.015292732e+005 +1.0230e+000 -3.9626e+000 +4.4893e+000
3 +4.389067225e+005 +4.389067225e+005 +4.386968425e+005 +4.386968425e+005 -4.9660e+000 +4.6656e+000 +2.8449e+000
28 +2.029819371e+004 +2.029819371e+004 +2.008831371e+004 +2.008831371e+004 -2.3207e+000 -4.0777e+000 +3.5531e+000
50 +1.334468540e+001 +1.334468540e+001 -1.965353146e+002 -1.965353146e+002 -2.3163e+000 +4.1913e-001 +3.5548e+000
70 +3.779326749e-001 +3.779326749e-001 -2.095020673e+002 -2.095020673e+002 +6.3370e-001 +4.4800e-001 +3.5547e+000
71 +1.016185675e-001 +1.016185675e-001 -2.097783814e+002 -2.097783814e+002 +1.4055e+000 +4.4800e-001 +3.5547e+000
72 +6.600425286e-002 +6.600425286e-002 -2.098139957e+002 -2.098139957e+002 +1.1976e+000 +4.4800e-001 +3.5547e+000
89 +5.502994849e-002 +5.502994849e-002 -2.098249701e+002 -2.098249701e+002 +1.2184e+000 +4.4800e-001 +3.5547e+000
92 +3.679000586e-004 +3.679000586e-004 -2.098796321e+002 -2.098796321e+002 +1.2178e+000 +4.4800e-001 +3.5544e+000
97 +1.891525206e-004 +1.891525206e-004 -2.098798108e+002 -2.098798108e+002 +1.2178e+000 +4.4800e-001 +3.5544e+000
98 +1.128106360e-004 +1.128106360e-004 -2.098798872e+002 -2.098798872e+002 +1.2178e+000 +4.4800e-001 +3.5544e+000
126 +1.787336686e-006 +1.787336686e-006 -2.098799982e+002 -2.098799982e+002 +1.2085e+000 +4.4800e-001 +3.5544e+000
131 +2.055024311e-007 +2.055024311e-007 -2.098799998e+002 -2.098799998e+002 +1.2073e+000 +4.4800e-001 +3.5544e+000
156 +6.858732604e-008 +6.858732604e-008 -2.098799999e+002 -2.098799999e+002 +1.2073e+000 +4.4800e-001 +3.5544e+000
157 +1.575946840e-008 +1.575946840e-008 -2.098800000e+002 -2.098800000e+002 +1.2073e+000 +4.4800e-001 +3.5544e+000
1979 +6.576783562e-009 +6.576783562e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
1980 +6.166999356e-009 +6.166999356e-009 -2.098800000e+002 -2.098800000e+002 +1.2072e+000 +4.4800e-001 +3.5544e+000
