% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.430953787e+009 +4.430953787e+009 +4.430953577e+009 +4.430953577e+009
2 +3.082893707e+009 +3.082893707e+009 +3.082893498e+009 +3.082893498e+009
4 +1.909912854e+009 +1.909912854e+009 +1.909912644e+009 +1.909912644e+009
120 +1.455449889e+009 +1.455449889e+009 +1.455449679e+009 +1.455449679e+009
339 +8.196533569e+008 +8.196533569e+008 +8.196531470e+008 +8.196531470e+008
439 +6.205456940e+008 +6.205456940e+008 +6.205454842e+008 +6.205454842e+008
1214 +3.622692967e+008 +3.622692967e+008 +3.622690868e+008 +3.622690868e+008
1795 +1.841066650e+008 +1.841066650e+008 +1.841064551e+008 +1.841064551e+008
1894 +1.092797170e+008 +1.092797170e+008 +1.092795071e+008 +1.092795071e+008
1993 +7.410165509e+007 +7.410165509e+007 +7.410144521e+007 +7.410144521e+007
13928 +6.274237674e+007 +6.274237674e+007 +6.274216686e+007 +6.274216686e+007
14230 +3.865326872e+007 +3.865326872e+007 +3.865305884e+007 +3.865305884e+007
14912 +2.501790680e+007 +2.501790680e+007 +2.501769692e+007 +2.501769692e+007
27854 +1.500340242e+007 +1.500340242e+007 +1.500319254e+007 +1.500319254e+007
29320 +9.536392707e+006 +9.536392707e+006 +9.536182827e+006 +9.536182827e+006
