% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.966672474e+007 +2.966672474e+007 +2.966651486e+007 +2.966651486e+007
3 +1.784650671e+007 +1.784650671e+007 +1.784629683e+007 +1.784629683e+007
4 +1.543469248e+007 +1.543469248e+007 +1.543448260e+007 +1.543448260e+007
139 +6.902434497e+006 +6.902434497e+006 +6.902224617e+006 +6.902224617e+006
239 +6.174381208e+006 +6.174381208e+006 +6.174171328e+006 +6.174171328e+006
340 +3.702769688e+006 +3.702769688e+006 +3.702559808e+006 +3.702559808e+006
543 +1.381487559e+006 +1.381487559e+006 +1.381277679e+006 +1.381277679e+006
738 +9.193171812e+005 +9.193171812e+005 +9.191073012e+005 +9.191073012e+005
1918 +6.084328354e+005 +6.084328354e+005 +6.082229554e+005 +6.082229554e+005
2112 +3.938552566e+005 +3.938552566e+005 +3.936453766e+005 +3.936453766e+005
