% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.666805773e+009 +2.666805773e+009 +2.666805563e+009 +2.666805563e+009
3 +1.728883636e+009 +1.728883636e+009 +1.728883426e+009 +1.728883426e+009
120 +1.219673755e+009 +1.219673755e+009 +1.219673546e+009 +1.219673546e+009
219 +6.005646603e+008 +6.005646603e+008 +6.005644504e+008 +6.005644504e+008
420 +3.762307195e+008 +3.762307195e+008 +3.762305096e+008 +3.762305096e+008
1097 +2.312108200e+008 +2.312108200e+008 +2.312106101e+008 +2.312106101e+008
1971 +1.518799615e+008 +1.518799615e+008 +1.518797517e+008 +1.518797517e+008
4009 +9.100525644e+007 +9.100525644e+007 +9.100504656e+007 +9.100504656e+007
13952 +5.342562657e+007 +5.342562657e+007 +5.342541669e+007 +5.342541669e+007
14249 +3.806888696e+007 +3.806888696e+007 +3.806867708e+007 +3.806867708e+007
16773 +2.350908132e+007 +2.350908132e+007 +2.350887144e+007 +2.350887144e+007
27894 +1.461880019e+007 +1.461880019e+007 +1.461859031e+007 +1.461859031e+007
