% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.358078534e+007 +1.358078534e+007 +1.358057546e+007 +1.358057546e+007
139 +6.850761222e+006 +6.850761222e+006 +6.850551342e+006 +6.850551342e+006
244 +5.146878395e+006 +5.146878395e+006 +5.146668515e+006 +5.146668515e+006
348 +3.893990093e+006 +3.893990093e+006 +3.893780213e+006 +3.893780213e+006
450 +2.084899303e+006 +2.084899303e+006 +2.084689423e+006 +2.084689423e+006
650 +1.374911931e+006 +1.374911931e+006 +1.374702051e+006 +1.374702051e+006
955 +9.726227860e+005 +9.726227860e+005 +9.724129060e+005 +9.724129060e+005
3540 +6.307939061e+005 +6.307939061e+005 +6.305840261e+005 +6.305840261e+005
6843 +3.966301480e+005 +3.966301480e+005 +3.964202680e+005 +3.964202680e+005
12425 +2.474395268e+005 +2.474395268e+005 +2.472296468e+005 +2.472296468e+005
25278 +1.579005527e+005 +1.579005527e+005 +1.576906727e+005 +1.576906727e+005
25474 +8.891029479e+004 +8.891029479e+004 +8.870041479e+004 +8.870041479e+004
25576 +6.194466709e+004 +6.194466709e+004 +6.173478709e+004 +6.173478709e+004
26085 +3.943988820e+004 +3.943988820e+004 +3.923000820e+004 +3.923000820e+004
