% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.654372787e+007 +4.654372787e+007 +4.654351799e+007 +4.654351799e+007
2 +2.159314133e+007 +2.159314133e+007 +2.159293145e+007 +2.159293145e+007
10 +1.525747400e+007 +1.525747400e+007 +1.525726412e+007 +1.525726412e+007
140 +6.651722704e+006 +6.651722704e+006 +6.651512824e+006 +6.651512824e+006
241 +4.419914013e+006 +4.419914013e+006 +4.419704133e+006 +4.419704133e+006
338 +2.609793449e+006 +2.609793449e+006 +2.609583569e+006 +2.609583569e+006
340 +2.488773699e+006 +2.488773699e+006 +2.488563819e+006 +2.488563819e+006
437 +1.450912957e+006 +1.450912957e+006 +1.450703077e+006 +1.450703077e+006
538 +9.418685778e+005 +9.418685778e+005 +9.416586978e+005 +9.416586978e+005
637 +6.294275391e+005 +6.294275391e+005 +6.292176591e+005 +6.292176591e+005
1234 +3.610208011e+005 +3.610208011e+005 +3.608109211e+005 +3.608109211e+005
2833 +2.483321937e+005 +2.483321937e+005 +2.481223137e+005 +2.481223137e+005
3225 +1.440485536e+005 +1.440485536e+005 +1.438386736e+005 +1.438386736e+005
3530 +9.021170462e+004 +9.021170462e+004 +9.000182462e+004 +9.000182462e+004
3726 +5.141842793e+004 +5.141842793e+004 +5.120854793e+004 +5.120854793e+004
3825 +3.456446700e+004 +3.456446700e+004 +3.435458700e+004 +3.435458700e+004
3924 +2.189935184e+004 +2.189935184e+004 +2.168947184e+004 +2.168947184e+004
4019 +1.375329548e+004 +1.375329548e+004 +1.354341548e+004 +1.354341548e+004
4117 +9.956989776e+003 +9.956989776e+003 +9.747109776e+003 +9.747109776e+003
4215 +4.804114192e+003 +4.804114192e+003 +4.594234192e+003 +4.594234192e+003
4312 +2.843558244e+003 +2.843558244e+003 +2.633678244e+003 +2.633678244e+003
4411 +1.167909349e+003 +1.167909349e+003 +9.580293486e+002 +9.580293486e+002
4513 +7.036298610e+002 +7.036298610e+002 +4.937498610e+002 +4.937498610e+002
4617 +5.430644635e+002 +5.430644635e+002 +3.331844635e+002 +3.331844635e+002
4713 +3.882508415e+002 +3.882508415e+002 +1.783708415e+002 +1.783708415e+002
4717 +2.300739012e+002 +2.300739012e+002 +2.019390122e+001 +2.019390122e+001
4821 +1.078740510e+002 +1.078740510e+002 -1.020059490e+002 -1.020059490e+002
4918 +7.208739855e+001 +7.208739855e+001 -1.377926015e+002 -1.377926015e+002
5021 +3.565986371e+001 +3.565986371e+001 -1.742201363e+002 -1.742201363e+002
5115 +1.974506041e+001 +1.974506041e+001 -1.901349396e+002 -1.901349396e+002
67138 +1.582925910e+001 +1.582925910e+001 -1.940507409e+002 -1.940507409e+002
67238 +7.679514563e+000 +7.679514563e+000 -2.022004854e+002 -2.022004854e+002
67337 +3.836593733e+000 +3.836593733e+000 -2.060434063e+002 -2.060434063e+002
