% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.860945304e+005 +2.860945304e+005 +2.862183604e+005 +2.862183604e+005 +2.4915e+000 +4.2298e+000 +9.6862e-001 +2.4451e+000 -4.9725e+000 -1.4251e+000 +4.9516e+000 -4.1574e+000 +3.9406e+000 +6.3103e-001 -9.6647e-001 +3.8981e+000 -1.0124e+000 -3.6116e+000 +3.7086e+000 +1.5330e+000 +2.5010e+000 +8.2243e-001 -3.0144e+000 -2.1895e+000
6 +1.726767289e+005 +1.726767289e+005 +1.728005589e+005 +1.728005589e+005 +1.8787e+000 -3.5982e+000 -3.1453e+000 -4.9859e-001 -4.8924e+000 +3.7629e+000 -4.1335e-001 +1.7214e+000 +7.3732e-001 -1.6508e-002 -1.6438e+000 +1.6731e-001 +2.0942e+000 -2.8241e-001 -2.8245e+000 +1.0741e+000 -2.0727e+000 -3.3385e+000 +3.7129e+000 -1.1868e+000
