% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.874506195e+005 +6.874506195e+005 +6.875744495e+005 +6.875744495e+005
2 +4.191119310e+005 +4.191119310e+005 +4.192357610e+005 +4.192357610e+005
3 +3.447014194e+005 +3.447014194e+005 +3.448252494e+005 +3.448252494e+005
13 +2.336679362e+005 +2.336679362e+005 +2.337917662e+005 +2.337917662e+005
253 +2.333514054e+004 +2.333514054e+004 +2.345897054e+004 +2.345897054e+004
359 +2.442919570e+003 +2.442919570e+003 +2.566749570e+003 +2.566749570e+003
461 +1.021265849e+003 +1.021265849e+003 +1.145095849e+003 +1.145095849e+003
462 +6.905588629e+002 +6.905588629e+002 +8.143888629e+002 +8.143888629e+002
561 +5.647368052e+002 +5.647368052e+002 +6.885668052e+002 +6.885668052e+002
661 +2.391657788e+002 +2.391657788e+002 +3.629957788e+002 +3.629957788e+002
15415 +1.536026266e+002 +1.536026266e+002 +2.774326266e+002 +2.774326266e+002
