% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.020721615e+005 +6.020721615e+005 +6.021959915e+005 +6.021959915e+005
19 +2.658531488e+005 +2.658531488e+005 +2.659769788e+005 +2.659769788e+005
254 +7.230051245e+004 +7.230051245e+004 +7.242434245e+004 +7.242434245e+004
255 +3.952903485e+004 +3.952903485e+004 +3.965286485e+004 +3.965286485e+004
356 +1.856810102e+004 +1.856810102e+004 +1.869193102e+004 +1.869193102e+004
357 +4.129221930e+003 +4.129221930e+003 +4.253051930e+003 +4.253051930e+003
362 +3.977879987e+003 +3.977879987e+003 +4.101709987e+003 +4.101709987e+003
462 +2.127699525e+003 +2.127699525e+003 +2.251529525e+003 +2.251529525e+003
564 +1.254977075e+003 +1.254977075e+003 +1.378807075e+003 +1.378807075e+003
663 +9.075633819e+002 +9.075633819e+002 +1.031393382e+003 +1.031393382e+003
4691 +6.076166721e+002 +6.076166721e+002 +7.314466721e+002 +7.314466721e+002
8116 +3.649623581e+002 +3.649623581e+002 +4.887923581e+002 +4.887923581e+002
9229 +2.478298449e+002 +2.478298449e+002 +3.716598449e+002 +3.716598449e+002
15368 +1.543736571e+002 +1.543736571e+002 +2.782036571e+002 +2.782036571e+002
22817 +9.737863551e+001 +9.737863551e+001 +2.212086355e+002 +2.212086355e+002
